latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,confidence,version,bright_ti5,frp
11.09031,-72.6613,307.6,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,292.8,2.3
11.08232,-72.67789,328.8,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,294,4.4
9.89775,-65.42917,338.8,0.4,0.5,2017-04-29,06:12,N,nominal,1.0NRT,291.7,3.9
9.89707,-65.42529,304.4,0.4,0.5,2017-04-29,06:12,N,nominal,1.0NRT,291.1,1.6
11.07946,-72.68217,315.4,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,293.8,3.1
11.07661,-72.68645,309.7,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,293.4,2.2
9.56252,-63.62957,306.4,0.6,0.5,2017-04-29,06:12,N,nominal,1.0NRT,286.7,0.9
9.56157,-63.62439,301.3,0.6,0.5,2017-04-29,06:12,N,nominal,1.0NRT,286.1,0.9
9.55777,-63.63041,301.6,0.6,0.5,2017-04-29,06:12,N,nominal,1.0NRT,286.7,0.9
10.25437,-67.67801,308.8,0.5,0.4,2017-04-29,06:12,N,nominal,1.0NRT,291.4,1.9
11.04972,-72.71735,310.2,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,293.3,1.6
10.23839,-67.64996,305.1,0.5,0.4,2017-04-29,06:12,N,nominal,1.0NRT,291.1,1.1
11.0463,-72.7179,311.2,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,293.1,1.6
11.04648,-72.71722,320.5,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,293,2.5
10.23785,-67.64828,307,0.5,0.4,2017-04-29,06:12,N,nominal,1.0NRT,290.8,1
9.84057,-65.40228,304,0.4,0.5,2017-04-29,06:12,N,nominal,1.0NRT,291.1,0.9
10.9997,-72.70896,307.6,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,293.4,1.8
10.17617,-67.94507,304.1,0.5,0.4,2017-04-29,06:12,N,nominal,1.0NRT,287.6,0.4
10.752,-71.5305,330.6,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,290,2.5
10.17529,-67.94775,303.2,0.5,0.4,2017-04-29,06:12,N,nominal,1.0NRT,286.7,0.3
9.91788,-66.68063,312.8,0.5,0.4,2017-04-29,06:12,N,nominal,1.0NRT,285.3,1.9
9.8605,-66.71588,301.3,0.5,0.4,2017-04-29,06:12,N,nominal,1.0NRT,281,0.6
9.85665,-66.71653,302.2,0.5,0.4,2017-04-29,06:12,N,nominal,1.0NRT,281.2,0.6
10.25387,-69.09746,296.4,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,273.3,0.2
9.8584,-66.71318,310.8,0.5,0.4,2017-04-29,06:12,N,nominal,1.0NRT,281.3,1
9.14364,-62.68209,326.8,0.3,0.6,2017-04-29,06:12,N,nominal,1.0NRT,280.7,1.2
9.14419,-62.68513,296.7,0.3,0.6,2017-04-29,06:12,N,nominal,1.0NRT,280.1,1.2
9.13856,-62.68304,304.8,0.3,0.6,2017-04-29,06:12,N,nominal,1.0NRT,275.4,1
9.13801,-62.68,303.1,0.3,0.6,2017-04-29,06:12,N,nominal,1.0NRT,276.4,0.6
9.71189,-66.1106,298,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,274,0.5
9.59995,-65.6098,308.1,0.4,0.5,2017-04-29,06:12,N,nominal,1.0NRT,292.1,0.8
9.38947,-64.54747,309.8,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,291.7,1.6
9.38867,-64.54298,313.2,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,291.7,1.3
9.38501,-64.54826,339.8,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,293.1,10.2
9.3842,-64.54378,339.7,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,292.2,7.8
9.37487,-64.51763,341.6,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,292.2,7.3
9.37568,-64.52211,317,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,291.3,4.2
9.37121,-64.52293,332.1,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,292,27.1
9.3704,-64.51843,350.6,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,296.9,30.1
9.37363,-64.53632,319.1,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,290.4,2.2
9.37282,-64.53184,311.6,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,290.8,2.2
9.36958,-64.51391,304,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,290.2,30.1
9.38745,-64.5464,343.4,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,294.2,7.5
9.38667,-64.5419,317.2,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,291.5,5.1
9.38298,-64.5472,312.3,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,291.7,7.5
9.37617,-64.53445,320.1,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,290.8,2.4
9.37385,-64.521,342.5,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,296.2,31.4
9.36938,-64.5218,332.4,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,290.9,31.4
9.36859,-64.51728,334.6,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,290.7,50.8
9.3717,-64.53524,319.9,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,290.1,2.4
9.73228,-66.67589,311.8,0.5,0.4,2017-04-29,06:12,N,nominal,1.0NRT,285,3
10.12133,-69.31312,307.1,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,272.2,1.2
8.98958,-62.77235,302.7,0.3,0.6,2017-04-29,06:12,N,nominal,1.0NRT,288.6,0.3
10.48688,-71.63424,312.5,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,288.4,0.9
9.22064,-64.31291,311.8,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,288.5,2.4
9.22052,-64.31505,313.1,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,288.4,1.5
9.26734,-64.71693,302.8,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,282.9,0.5
9.22706,-64.66972,305.9,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,281.5,0.7
9.18144,-64.8688,301,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,282.3,0.3
9.66885,-67.77588,300.9,0.5,0.4,2017-04-29,06:12,N,nominal,1.0NRT,284,0.9
9.66815,-67.77164,307.6,0.5,0.4,2017-04-29,06:12,N,nominal,1.0NRT,286.8,0.6
9.66451,-67.77225,303.6,0.5,0.4,2017-04-29,06:12,N,nominal,1.0NRT,284.7,0.6
8.92967,-63.87664,302.7,0.6,0.5,2017-04-29,06:12,N,nominal,1.0NRT,287.4,0.8
8.93328,-63.92304,304.7,0.6,0.5,2017-04-29,06:12,N,nominal,1.0NRT,275.4,1.2
8.93651,-63.92405,300.5,0.6,0.5,2017-04-29,06:12,N,nominal,1.0NRT,276.8,0.8
8.93182,-63.92493,296.2,0.6,0.5,2017-04-29,06:12,N,nominal,1.0NRT,276,0.8
8.72706,-62.90938,336.6,0.3,0.6,2017-04-29,06:12,N,nominal,1.0NRT,284,1.8
8.72653,-62.90643,310.4,0.3,0.6,2017-04-29,06:12,N,nominal,1.0NRT,283.8,1.8
8.74175,-63.04915,311.9,0.3,0.6,2017-04-29,06:12,N,nominal,1.0NRT,288.1,1.9
8.65025,-62.77463,322,0.3,0.6,2017-04-29,06:12,N,nominal,1.0NRT,285.3,0.9
8.6497,-62.77159,302.8,0.3,0.6,2017-04-29,06:12,N,nominal,1.0NRT,280.8,0.9
9.02044,-64.9045,305.8,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,281.9,0.8
9.01738,-64.88734,296.8,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,275.6,0.2
9.013,-64.88816,302.8,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,277.8,0.9
8.66786,-62.98447,314.6,0.3,0.6,2017-04-29,06:12,N,nominal,1.0NRT,287.9,1
8.68904,-63.1555,314.3,0.6,0.6,2017-04-29,06:12,N,nominal,1.0NRT,289.5,3.9
8.68408,-63.15642,329.5,0.6,0.6,2017-04-29,06:12,N,nominal,1.0NRT,289.3,3.9
8.92886,-64.49631,304.5,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,279.4,1.2
8.92721,-64.48715,302.1,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,281.8,0.7
9.01654,-64.90399,301.5,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,282.5,0.3
9.01361,-64.8868,304.1,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,278.4,0.8
8.92714,-64.49013,296.3,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,276.9,0.5
8.66412,-62.98393,313.5,0.3,0.6,2017-04-29,06:12,N,nominal,1.0NRT,287.6,0.6
8.68855,-63.15162,307.1,0.6,0.6,2017-04-29,06:12,N,nominal,1.0NRT,288.9,1.4
8.68359,-63.15254,332,0.6,0.6,2017-04-29,06:12,N,nominal,1.0NRT,289.3,3.2
8.99698,-65.00007,302,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,283.4,0.6
8.99625,-64.99583,303.5,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,282.3,0.6
9.36663,-67.68841,311.6,0.5,0.4,2017-04-29,06:12,N,nominal,1.0NRT,279.4,1.5
9.36591,-67.68404,303.5,0.5,0.4,2017-04-29,06:12,N,nominal,1.0NRT,276.5,0.7
9.36296,-67.68903,298.8,0.5,0.4,2017-04-29,06:12,N,nominal,1.0NRT,276.8,1.5
8.54308,-63.1439,325.7,0.6,0.6,2017-04-29,06:12,N,nominal,1.0NRT,275.7,10.4
8.54205,-63.13816,304.9,0.6,0.6,2017-04-29,06:12,N,nominal,1.0NRT,271.5,2.2
8.53809,-63.14481,367,0.6,0.6,2017-04-29,06:12,N,nominal,1.0NRT,280.3,10.4
8.53911,-63.15051,311.9,0.6,0.6,2017-04-29,06:12,N,nominal,1.0NRT,277.7,10.4
8.53707,-63.13909,310.2,0.6,0.6,2017-04-29,06:12,N,nominal,1.0NRT,277.6,2.2
8.5444,-63.20858,324.2,0.6,0.6,2017-04-29,06:12,N,nominal,1.0NRT,287.4,6.3
8.54338,-63.20291,344.7,0.6,0.6,2017-04-29,06:12,N,nominal,1.0NRT,289.2,6.3
8.54235,-63.19719,304.3,0.6,0.6,2017-04-29,06:12,N,nominal,1.0NRT,288.3,2.3
8.53841,-63.20378,302.1,0.6,0.6,2017-04-29,06:12,N,nominal,1.0NRT,287.6,6.3
8.7493,-64.41374,296.7,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,277.6,0.4
8.59768,-63.89122,311.7,0.6,0.5,2017-04-29,06:12,N,nominal,1.0NRT,285.3,2.8
8.95749,-66.05606,339.3,0.4,0.5,2017-04-29,06:12,N,nominal,1.0NRT,280.8,3.4
8.95811,-66.05972,311.5,0.4,0.5,2017-04-29,06:12,N,nominal,1.0NRT,282,3.1
8.93426,-66.21209,321.9,0.4,0.5,2017-04-29,06:12,N,nominal,1.0NRT,289.8,2.6
8.67339,-64.82047,307.4,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,284.7,0.7
10.32175,-75.4884,307.7,0.5,0.4,2017-04-29,06:12,N,nominal,1.0NRT,290.5,1.3
10.31784,-75.48898,334.1,0.5,0.4,2017-04-29,06:12,N,nominal,1.0NRT,291.2,6.9
8.25825,-62.87469,328.5,0.3,0.6,2017-04-29,06:12,N,nominal,1.0NRT,255.8,1
8.25771,-62.87172,300.4,0.3,0.6,2017-04-29,06:12,N,nominal,1.0NRT,255.8,1
9.14843,-68.1289,314.5,0.5,0.4,2017-04-29,06:12,N,nominal,1.0NRT,291.2,1.9
9.14773,-68.12473,316.2,0.5,0.4,2017-04-29,06:12,N,nominal,1.0NRT,291,1.9
9.14413,-68.12533,329.3,0.5,0.4,2017-04-29,06:12,N,nominal,1.0NRT,291.2,1.9
9.14483,-68.1295,311.6,0.5,0.4,2017-04-29,06:12,N,nominal,1.0NRT,290.5,1.9
8.78304,-66.06331,302.4,0.4,0.5,2017-04-29,06:12,N,nominal,1.0NRT,256,2.5
8.63088,-65.85979,309.5,0.4,0.5,2017-04-29,06:12,N,nominal,1.0NRT,287.2,1.1
9.94405,-68.2585,305.4,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,288,0.7
10.9452,-74.84543,304.1,0.5,0.4,2017-04-29,06:12,N,nominal,1.0NRT,293.5,1.8
8.62913,-65.86025,310.5,0.4,0.5,2017-04-29,06:12,N,nominal,1.0NRT,287.6,1.4
8.62849,-65.85644,302.5,0.4,0.5,2017-04-29,06:12,N,nominal,1.0NRT,284.3,1.4
8.62434,-65.85715,324,0.4,0.5,2017-04-29,06:12,N,nominal,1.0NRT,285,1.4
8.40192,-64.79147,308.2,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,275.7,1
8.38038,-64.79988,297.8,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,271.6,0.9
9.75243,-73.49459,314.1,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,293.4,2.3
8.21383,-64.16525,303.5,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,281.7,1.4
8.19768,-64.18326,307.8,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,281.2,1.9
8.54312,-68.13131,298.7,0.5,0.4,2017-04-29,06:12,N,nominal,1.0NRT,276.2,0.8
8.5395,-68.13191,308.7,0.5,0.4,2017-04-29,06:12,N,nominal,1.0NRT,276.7,0.8
9.08343,-73.38503,305.5,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,285,0.9
7.6626,-64.91354,342,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,290.9,5.6
7.66183,-64.90905,314.3,0.5,0.5,2017-04-29,06:12,N,nominal,1.0NRT,290.2,5.6
8.27866,-68.85033,310.6,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,286.7,1.1
8.27515,-68.85091,314.7,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,287.2,1.1
8.26087,-68.92091,328.7,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,291.1,3
8.2468,-68.83418,311.4,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,284.4,1.4
8.24328,-68.83475,312.2,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,284.1,1.4
10.44829,-85.11065,301.5,0.8,0.8,2017-04-29,06:12,N,nominal,1.0NRT,286.6,3.6
10.4478,-85.11177,304.9,0.8,0.8,2017-04-29,06:12,N,nominal,1.0NRT,286.9,2.4
8.69638,-72.6787,300.9,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,274.1,0.6
7.15729,-63.78413,299.4,0.6,0.5,2017-04-29,06:12,N,nominal,1.0NRT,285.1,2.5
7.01557,-63.3296,321.6,0.3,0.6,2017-04-29,06:12,N,nominal,1.0NRT,284.1,1.5
7.0161,-63.33257,305.9,0.3,0.6,2017-04-29,06:12,N,nominal,1.0NRT,283.9,1.4
8.07712,-69.62379,307.6,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,289.3,0.6
8.07651,-69.62009,303.4,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,289,0.6
9.73946,-63.46883,304.3,0.6,0.5,2017-04-29,06:12,N,nominal,1.0NRT,289.1,6.4
9.73562,-63.47477,343.8,0.6,0.5,2017-04-29,06:12,N,nominal,1.0NRT,290.5,6.4
9.73467,-63.46962,339.5,0.6,0.5,2017-04-29,06:12,N,nominal,1.0NRT,290.3,6.4
9.73083,-63.47556,309.1,0.6,0.5,2017-04-29,06:12,N,nominal,1.0NRT,289.4,2.8
9.72795,-63.45992,308.9,0.6,0.5,2017-04-29,06:12,N,nominal,1.0NRT,289.6,1.9
9.74006,-63.47136,300.9,0.6,0.5,2017-04-29,06:12,N,nominal,1.0NRT,289,5.1
9.73527,-63.47216,355.9,0.6,0.5,2017-04-29,06:12,N,nominal,1.0NRT,291.2,5.1
9.73618,-63.47731,315.8,0.6,0.5,2017-04-29,06:12,N,nominal,1.0NRT,289.5,5.5
8.0737,-69.62435,316.7,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,289.9,1.2
8.07089,-69.62862,308.1,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,289.4,0.8
8.07028,-69.62491,305.1,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,289.5,1.2
8.06967,-69.62119,309,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,289.5,1.2
8.07127,-69.62778,305.9,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,289.3,0.9
8.07067,-69.62407,306.9,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,289.5,1.2
8.06726,-69.62463,314.5,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,289.3,1.2
7.01259,-63.33049,305.1,0.3,0.6,2017-04-29,06:12,N,nominal,1.0NRT,284.3,0.8
9.16611,-79.53784,309.7,0.3,0.6,2017-04-29,06:12,N,nominal,1.0NRT,280.9,0.9
8.39544,-75.49699,303.3,0.5,0.4,2017-04-29,06:12,N,nominal,1.0NRT,281.6,0.5
7.32438,-73.45013,300.7,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,279.3,0.3
5.81583,-73.69125,311.1,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,279.2,1
5.44489,-72.45355,307.2,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,288.9,1.6
5.12013,-71.61503,305.3,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,288.8,0.4
5.18661,-73.16464,296.2,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,281.7,0.4
5.13034,-73.9095,296.6,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,276,1.1
3.93013,-73.68975,330.9,0.4,0.4,2017-04-29,06:12,N,nominal,1.0NRT,289.3,4
-9.159,-61.41389,305.8,0.8,0.8,2017-04-29,06:18,N,nominal,1.0NRT,282.1,3.1
-9.15988,-61.40659,307.4,0.8,0.8,2017-04-29,06:18,N,nominal,1.0NRT,282.3,2.6
-12.11937,-76.71615,304.1,0.4,0.4,2017-04-29,06:18,N,nominal,1.0NRT,289.4,0.5
-22.315,-68.88385,336.8,0.4,0.6,2017-04-29,06:24,N,nominal,1.0NRT,285.7,3
-22.31467,-68.88727,296.9,0.4,0.6,2017-04-29,06:24,N,nominal,1.0NRT,283.1,5.1
-22.3204,-68.88357,325.7,0.4,0.6,2017-04-29,06:24,N,nominal,1.0NRT,279.3,3
-23.8222,-70.31453,325.1,0.6,0.5,2017-04-29,06:24,N,nominal,1.0NRT,283.2,6.5
-26.43365,-69.47531,295.9,0.4,0.6,2017-04-29,06:24,N,nominal,1.0NRT,277.6,1.3
-27.41339,-70.25715,329.9,0.3,0.6,2017-04-29,06:24,N,nominal,1.0NRT,284.4,1.4
-27.41858,-70.25777,302.4,0.3,0.6,2017-04-29,06:24,N,nominal,1.0NRT,285.5,1.4
-32.73022,-71.18592,299,0.3,0.6,2017-04-29,06:24,N,nominal,1.0NRT,278.9,0.4
-32.73543,-71.18641,305.9,0.3,0.6,2017-04-29,06:24,N,nominal,1.0NRT,278.5,0.4
-32.73077,-71.18848,295.3,0.3,0.6,2017-04-29,06:24,N,nominal,1.0NRT,279,0.9
-32.73103,-71.18486,297.2,0.3,0.6,2017-04-29,06:24,N,nominal,1.0NRT,278.5,0.7
-32.80069,-70.95259,317.7,0.3,0.6,2017-04-29,06:24,N,nominal,1.0NRT,284.1,1.2
-32.80595,-70.95333,308.6,0.3,0.6,2017-04-29,06:24,N,nominal,1.0NRT,283.8,1.2
-33.29634,-70.72764,321.3,0.4,0.6,2017-04-29,06:24,N,nominal,1.0NRT,281.9,1.9
-34.10488,-70.4562,338,0.4,0.6,2017-04-29,06:24,N,nominal,1.0NRT,280.8,3.1
-34.10461,-70.46019,308.5,0.4,0.6,2017-04-29,06:24,N,nominal,1.0NRT,278.8,3.1
-36.72615,-71.80849,302.4,0.3,0.6,2017-04-29,06:24,N,nominal,1.0NRT,282.3,1
-36.73087,-71.8166,297.6,0.3,0.6,2017-04-29,06:24,N,nominal,1.0NRT,281,0.9
-36.73112,-71.81285,305.5,0.3,0.6,2017-04-29,06:24,N,nominal,1.0NRT,283.4,1.1
-36.73137,-71.80907,299,0.3,0.6,2017-04-29,06:24,N,nominal,1.0NRT,280.7,1.1
-36.73584,-71.82092,296,0.3,0.6,2017-04-29,06:24,N,nominal,1.0NRT,279.9,0.9
-36.7361,-71.81713,313.7,0.3,0.6,2017-04-29,06:24,N,nominal,1.0NRT,281.3,0.9
-38.04877,-68.85181,303.8,0.5,0.7,2017-04-29,06:24,N,nominal,1.0NRT,279.7,1.4
-38.05496,-68.8522,297.5,0.5,0.7,2017-04-29,06:24,N,nominal,1.0NRT,278.7,0.7
-41.42064,-73.10638,318.1,0.6,0.6,2017-04-29,06:24,N,nominal,1.0NRT,276,3.2
-41.41819,-73.10445,298.8,0.6,0.6,2017-04-29,06:24,N,nominal,1.0NRT,275.6,1.2
-41.42329,-73.10511,316.4,0.6,0.6,2017-04-29,06:24,N,nominal,1.0NRT,275.5,2.7
-22.48715,-40.09875,339.7,0.5,0.7,2017-04-29,15:30,N,nominal,1.0NRT,283.6,4.6
-15.78878,-39.12482,326.4,0.4,0.6,2017-04-29,15:30,N,nominal,1.0NRT,293.3,2
-15.16987,-43.85905,337.3,0.8,0.8,2017-04-29,15:30,N,nominal,1.0NRT,293.8,10.9
-12.397,-38.34575,335.9,0.6,0.6,2017-04-29,15:30,N,nominal,1.0NRT,298.1,6.4
-10.70193,-42.67449,342.9,0.6,0.7,2017-04-29,15:30,N,nominal,1.0NRT,299.6,3.6
-9.33048,-40.66323,367,0.4,0.6,2017-04-29,15:30,N,nominal,1.0NRT,299.1,15
-7.59216,-35.19683,336.3,0.5,0.4,2017-04-29,15:30,N,nominal,1.0NRT,300.7,6.6
-7.31477,-39.20596,339,0.6,0.5,2017-04-29,15:30,N,nominal,1.0NRT,296.9,10.5
-7.31551,-39.21149,335.3,0.6,0.6,2017-04-29,15:30,N,nominal,1.0NRT,293.9,5.6
-5.3869,-38.31071,332.9,0.5,0.5,2017-04-29,15:30,N,nominal,1.0NRT,292.7,3.3
-4.57607,-37.71451,338.7,0.4,0.5,2017-04-29,15:30,N,nominal,1.0NRT,290.9,4.9
-4.51682,-37.98129,329.8,0.5,0.5,2017-04-29,15:30,N,nominal,1.0NRT,295.3,4.3
-27.33522,-49.71175,328.4,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,294.3,2.1
-34.97533,-58.8161,329.4,0.6,0.5,2017-04-29,17:06,N,nominal,1.0NRT,296.4,3.5
-34.97047,-58.81667,339.7,0.6,0.5,2017-04-29,17:06,N,nominal,1.0NRT,297.2,6.7
-34.97297,-58.81142,339.1,0.6,0.5,2017-04-29,17:06,N,nominal,1.0NRT,297.4,6.6
-34.97349,-58.81783,326.5,0.6,0.5,2017-04-29,17:06,N,nominal,1.0NRT,296.4,3.9
-34.68135,-56.6799,336.6,0.4,0.5,2017-04-29,17:06,N,nominal,1.0NRT,297.3,3.3
-34.67894,-56.67819,341.5,0.4,0.5,2017-04-29,17:06,N,nominal,1.0NRT,297.2,4.3
-34.66821,-58.99779,326.4,0.6,0.5,2017-04-29,17:06,N,low,1.0NRT,296.9,5.1
-34.6717,-59.00338,327.2,0.6,0.5,2017-04-29,17:06,N,low,1.0NRT,298,4.3
-34.14995,-58.98752,340.6,0.6,0.5,2017-04-29,17:06,N,nominal,1.0NRT,295.6,5.8
-34.14813,-58.98938,339,0.6,0.5,2017-04-29,17:06,N,nominal,1.0NRT,296,9.3
-33.6291,-54.49143,336,0.5,0.4,2017-04-29,17:06,N,nominal,1.0NRT,299.2,4.3
-33.44416,-53.92902,337.2,0.5,0.4,2017-04-29,17:06,N,nominal,1.0NRT,299.4,6.7
-33.44049,-53.92965,342.5,0.5,0.4,2017-04-29,17:06,N,nominal,1.0NRT,299.7,5
-33.30269,-53.85859,334,0.5,0.4,2017-04-29,17:06,N,nominal,1.0NRT,296.8,6.7
-33.30287,-53.85618,334.5,0.5,0.4,2017-04-29,17:06,N,nominal,1.0NRT,297.8,5.8
-33.03195,-53.73094,325.2,0.5,0.4,2017-04-29,17:06,N,low,1.0NRT,298.1,2.1
-32.98978,-53.74827,329.4,0.5,0.4,2017-04-29,17:06,N,nominal,1.0NRT,296.9,3.4
-33.74254,-62.42817,331,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,296.3,0.7
-33.37719,-60.14721,326.8,0.3,0.6,2017-04-29,17:06,N,nominal,1.0NRT,298.6,0.6
-33.36725,-60.16169,341.7,0.3,0.6,2017-04-29,17:06,N,nominal,1.0NRT,299.6,3.1
-33.25542,-60.28696,326.4,0.3,0.6,2017-04-29,17:06,N,nominal,1.0NRT,298.3,1
-32.09897,-53.6011,325.7,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,293.9,1.9
-31.70204,-51.5401,338.7,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,297.3,5.9
-31.79583,-52.97055,328,0.4,0.4,2017-04-29,17:06,N,low,1.0NRT,300.4,2.7
-31.65324,-52.87559,334.1,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,297.2,6
-32.11274,-57.80647,332,0.5,0.5,2017-04-29,17:06,N,nominal,1.0NRT,300.7,6.6
-32.10291,-57.79766,342,0.5,0.5,2017-04-29,17:06,N,nominal,1.0NRT,304.8,15.2
-32.10339,-57.80268,347.1,0.5,0.5,2017-04-29,17:06,N,nominal,1.0NRT,315.7,54.7
-32.09848,-57.79826,340.6,0.5,0.5,2017-04-29,17:06,N,nominal,1.0NRT,295.6,15.2
-31.41777,-52.45264,338.3,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,299.9,6.1
-31.41436,-52.45325,336.5,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,294.7,6.1
-31.49678,-53.06563,326.9,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,295.9,1.7
-31.08967,-51.56029,329,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,296.9,0.9
-32.12273,-61.37259,335.5,0.4,0.6,2017-04-29,17:06,N,nominal,1.0NRT,298.1,3.6
-31.04748,-51.51694,325.6,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,297.6,2.8
-31.04808,-51.52103,342,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,298.8,2.8
-31.4019,-55.01502,326.2,0.5,0.4,2017-04-29,17:06,N,nominal,1.0NRT,298.2,2.4
-31.15593,-53.36283,342,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,298.9,5.8
-31.52773,-58.14059,325.8,0.5,0.5,2017-04-29,17:06,N,low,1.0NRT,298.6,4.2
-30.87491,-52.5495,356.7,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,301.8,9.8
-30.87567,-52.54869,342.2,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,298.7,6.7
-30.87226,-52.54931,347,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,299.8,6.7
-30.87285,-52.55355,331.1,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,299.9,2.9
-30.74512,-51.99535,325.8,0.4,0.4,2017-04-29,17:06,N,nominal,1.0NRT,297.6,1.3
